Latitude,Longitude,Weather,Light_Condition,Road_Surface,Road_Function,Speed_Limit(MPH),Day,Month,Hour,Number_of_Vehicles,Intersection,Fatalities
37.81558889,-122.2642083,Clear,Daylight,Dry,Minor Arterial,30.0,21,July,5:00pm-5:59pm,1,Four-Way Intersection,1
33.04845556,-116.8352611,Clear,Daylight,Dry,Minor Arterial,55.0,3,July,3:00pm-3:59pm,2,Not an Intersection,1
35.05103611,-118.3557944,Clear,Daylight,Dry,Minor Arterial,55.0,20,November,7:00am-7:59am,4,Not an Intersection,2
33.64563611,-116.4077222,Clear,Daylight,Dry,Minor Arterial,55.0,31,October,7:00am-7:59am,2,Not an Intersection,1
33.74610833,-117.9809694,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,4,December,5:00am-5:59am,1,Not an Intersection,1
37.93225556,-121.2547361,Clear,Dark - Lighted,Dry,Major Collector,25.0,17,November,5:00pm-5:59pm,1,Not an Intersection,1
33.88170556,-117.9980889,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,20,April,3:00am-3:59am,1,Four-Way Intersection,2
34.04004444,-118.2198139,Clear,Dark - Unknown Lighting,Dry,Minor Arterial,30.0,26,May,8:00pm-8:59pm,1,Not an Intersection,1
37.760825,-122.1845583,Clear,Dark - Lighted,Dry,Other Principal Arterial,30.0,5,May,10:00pm-10:59pm,2,T-Intersection,1
34.00476389,-117.6619972,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,10,July,8:00pm-8:59pm,1,Not an Intersection,1
33.93695,-117.243775,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,4,August,9:00pm-9:59pm,1,Not an Intersection,1
34.40077222,-118.8339222,Clear,Daylight,Dry,Other Freeways and Expressways,55.0,22,October,5:00pm-5:59pm,1,Not an Intersection,1
37.87635833,-122.0463361,Clear,Dark - Not Lighted,Dry,Interstate,65.0,25,October,6:00am-6:59am,2,Not an Intersection,1
36.95937222,-121.5340028,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,28,October,0:00am-0:59am,2,Not an Intersection,2
41.7775,-124.1992556,"Fog, Smog, Smoke",Dark - Not Lighted,Dry,Major Collector,40.0,4,December,6:00pm-6:59pm,3,Not an Intersection,1
34.03184722,-118.4191222,Clear,Dark - Not Lighted,Dry,Interstate,65.0,7,April,1:00am-1:59am,3,Not an Intersection,1
37.25555278,-121.85365,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,26,August,3:00pm-3:59pm,5,Not an Intersection,2
38.58618889,-121.4152694,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,20,October,3:00am-3:59am,1,Not an Intersection,1
34.12799167,-117.2525361,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,18,September,1:00am-1:59am,1,Not an Intersection,1
33.86527778,-117.41375,Clear,Daylight,Dry,Local,25.0,21,December,3:00pm-3:59pm,2,Not an Intersection,1
37.78318333,-121.2171861,Clear,Daylight,Dry,Interstate,55.0,15,October,12:00pm-12:59pm,7,Not an Intersection,1
38.61565833,-121.5124667,Rain,Daylight,Wet,Interstate,65.0,14,December,10:00am-10:59am,1,Not an Intersection,1
35.44148333,-119.1290278,Clear,Daylight,Dry,Other Principal Arterial,55.0,27,February,6:00am-6:59am,4,Not an Intersection,1
34.47100278,-117.289275,Clear,Daylight,Dry,Other Principal Arterial,55.0,29,June,4:00pm-4:59pm,2,T-Intersection,1
34.07051389,-117.4196472,Clear,Dark - Lighted,Non-Trafficway or Driveway Access,Minor Arterial,49.0,13,February,6:00pm-6:59pm,2,Not an Intersection,1
37.77741389,-122.4038639,Clear,Daylight,Dry,Minor Arterial,25.0,30,June,4:00pm-4:59pm,1,Not an Intersection,1
33.94163056,-117.2736111,Cloudy,Daylight,Dry,Other Freeways and Expressways,65.0,14,December,1:00pm-1:59pm,3,Not an Intersection,1
33.65464167,-117.1712972,Clear,Dark - Lighted,Dry,Interstate,70.0,14,December,8:00pm-8:59pm,2,Not an Intersection,1
34.24835,-118.42665,Clear,Dark - Lighted,Dry,Interstate,65.0,9,November,Unknown Hours,1,Not an Intersection,1
34.07263611,-118.2201417,Clear,Daylight,Dry,Other Principal Arterial,25.0,18,May,7:00am-7:59am,2,Four-Way Intersection,1
33.83913056,-118.1909722,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,7,September,9:00pm-9:59pm,2,T-Intersection,1
33.96168056,-117.3311444,Clear,Daylight,Dry,Minor Arterial,45.0,15,August,7:00am-7:59am,1,T-Intersection,1
32.61898889,-116.9518722,Clear,Daylight,Dry,Local,50.0,29,May,7:00am-7:59am,1,T-Intersection,1
33.79893611,-118.2155222,Clear,Daylight,Dry,Local,25.0,4,September,7:00am-7:59am,1,Four-Way Intersection,1
32.61659722,-117.0860972,Clear,Dark - Lighted,Dry,Major Collector,35.0,14,February,5:00am-5:59am,1,T-Intersection,1
34.55943889,-117.4231056,Clear,Dark - Lighted,Dry,Minor Arterial,55.0,7,September,7:00am-7:59am,1,Not an Intersection,1
36.08033333,-119.0628139,Clear,Daylight,Dry,Minor Arterial,25.0,29,September,12:00pm-12:59pm,2,T-Intersection,1
33.75918889,-118.2036444,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,12,September,9:00pm-9:59pm,1,Not an Intersection,1
34.17215,-118.4407806,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,35.0,18,September,11:00pm-11:59pm,1,Not an Intersection,1
33.88015,-118.3612472,Clear,Daylight,Dry,Minor Arterial,40.0,10,September,1:00pm-1:59pm,2,Four-Way Intersection,1
33.68285278,-115.244525,Clear,Daylight,Dry,Interstate,70.0,26,December,2:00pm-2:59pm,3,Not an Intersection,1
37.11899444,-121.700875,Clear,Daylight,Dry,Minor Arterial,45.0,10,May,8:00am-8:59am,1,Not an Intersection,1
33.40321944,-117.5970806,Clear,Dark - Not Lighted,Dry,Interstate,65.0,21,May,9:00pm-9:59pm,2,Not an Intersection,1
37.00092222,-120.9156694,Clear,Dark - Not Lighted,Dry,Interstate,55.0,7,April,11:00pm-11:59pm,2,Not an Intersection,1
33.95477222,-118.2806306,Clear,Dark - Not Lighted,Dry,Interstate,65.0,20,July,0:00am-0:59am,1,Not an Intersection,1
37.35904444,-121.8404167,Clear,Dark - Not Lighted,Dry,Interstate,65.0,21,September,0:00am-0:59am,1,Not an Intersection,1
37.74380833,-120.9156028,Clear,Dusk,Dry,Other Principal Arterial,50.0,10,November,6:00pm-6:59pm,2,Not an Intersection,1
32.77991944,-117.1633306,Cloudy,Dark - Not Lighted,Wet,Other Freeways and Expressways,65.0,5,May,4:00am-4:59am,1,Not an Intersection,1
36.68097778,-121.6426167,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,15,December,7:00pm-7:59pm,1,Not an Intersection,1
37.76505278,-121.3849083,Clear,Daylight,Dry,Interstate,70.0,14,November,1:00pm-1:59pm,3,Not an Intersection,1
34.48490833,-117.3875667,Clear,Dark - Lighted,Dry,Local,45.0,29,September,7:00pm-7:59pm,1,Not an Intersection,1
37.78016389,-122.4848694,Clear,Dark - Lighted,Dry,Other Principal Arterial,25.0,2,October,0:00am-0:59am,1,Four-Way Intersection,1
33.93153056,-118.3792333,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,35.0,7,October,8:00pm-8:59pm,1,Not an Intersection,1
33.98898056,-118.3365722,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,14,October,5:00am-5:59am,1,Not an Intersection,1
34.26391667,-118.5561778,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,8,October,11:00pm-11:59pm,2,T-Intersection,2
37.79048889,-122.4069583,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,25.0,15,October,0:00am-0:59am,1,Not an Intersection,1
33.73747778,-118.3095,Clear,Daylight,Dry,Minor Arterial,15.0,14,October,8:00am-8:59am,1,Not an Intersection,1
34.094425,-118.3570806,Clear,Daylight,Dry,Minor Arterial,25.0,10,October,4:00pm-4:59pm,4,T-Intersection,1
38.65450556,-121.4407333,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,12,October,11:00pm-11:59pm,1,Not an Intersection,1
37.24754167,-121.7790806,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,14,July,4:00am-4:59am,1,Not an Intersection,1
33.24859444,-116.3763611,Clear,Daylight,Dry,Local,45.0,23,August,8:00am-8:59am,1,Four-Way Intersection,1
32.77931389,-116.9848611,Clear,Dark - Not Lighted,Dry,Interstate,65.0,25,August,0:00am-0:59am,2,Not an Intersection,1
34.56170556,-119.9209111,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,30,September,9:00pm-9:59pm,1,Not an Intersection,1
34.07607778,-118.3637278,Clear,Dark - Lighted,Wet,Other Principal Arterial,25.0,4,February,1:00am-1:59am,2,Four-Way Intersection,1
37.44301944,-122.1399083,Rain,Dark - Lighted,Wet,Minor Arterial,25.0,19,February,9:00pm-9:59pm,2,Four-Way Intersection,1
33.94148333,-117.2436556,Clear,Dark - Lighted,Dry,Interstate,35.0,4,March,0:00am-0:59am,1,Four-Way Intersection,1
33.16700278,-117.247175,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,7,March,10:00pm-10:59pm,2,T-Intersection,1
33.67743333,-116.18175,Clear,Daylight,Non-Trafficway or Driveway Access,Other Principal Arterial,49.0,29,March,5:00pm-5:59pm,1,Not an Intersection,1
38.01252778,-121.8289611,Clear,Daylight,Dry,Other Principal Arterial,35.0,14,April,4:00pm-4:59pm,2,Four-Way Intersection,1
34.10064167,-117.3293917,Clear,Dark - Lighted,Dry,Local,45.0,31,May,9:00pm-9:59pm,1,Not an Intersection,1
34.14665278,-117.2970583,Clear,Dark - Not Lighted,Dry,Local,45.0,8,June,10:00pm-10:59pm,1,Not an Intersection,1
34.14580833,-117.3001194,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,7,October,10:00pm-10:59pm,1,Not an Intersection,1
36.21075833,-119.1876083,"Fog, Smog, Smoke",Dark - Not Lighted,Dry,Other Principal Arterial,55.0,6,December,8:00pm-8:59pm,2,Not an Intersection,1
37.92347778,-121.2047972,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,10,August,4:00am-4:59am,1,Not an Intersection,1
38.11550556,-121.3161389,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,45.0,3,November,7:00pm-7:59pm,1,Not an Intersection,1
33.91716389,-118.0639444,Clear,Daylight,Dry,Other Principal Arterial,40.0,13,October,3:00pm-3:59pm,2,Four-Way Intersection,1
33.951425,-118.1257417,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,11,October,10:00pm-10:59pm,2,Four-Way Intersection,2
34.01871389,-117.9201167,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,29,June,10:00pm-10:59pm,1,T-Intersection,1
32.63845,-117.0408444,Clear,Daylight,Dry,Minor Arterial,50.0,23,June,3:00pm-3:59pm,1,Not an Intersection,1
37.488025,-121.9422194,Clear,Dark - Not Lighted,Dry,Interstate,55.0,12,June,10:00pm-10:59pm,5,Not an Intersection,1
37.48328333,-121.9363417,Cloudy,Daylight,Dry,Interstate,65.0,18,August,5:00am-5:59am,1,Not an Intersection,3
32.88359167,-117.1097528,Clear,Dark - Lighted,Dry,Interstate,65.0,16,March,2:00am-2:59am,2,Not an Intersection,2
32.77331667,-117.0440417,Clear,Dark - Unknown Lighting,Dry,Interstate,65.0,18,May,11:00pm-11:59pm,1,Not an Intersection,1
32.83747778,-117.1581,Cloudy,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,1,June,2:00am-2:59am,1,Not an Intersection,1
37.08344722,-120.3827361,"Fog, Smog, Smoke",Dark - Not Lighted,Dry,Other Principal Arterial,65.0,18,January,5:00am-5:59am,6,Four-Way Intersection,1
33.94318889,-118.3686972,Clear,Dark - Not Lighted,Dry,Interstate,65.0,10,March,3:00am-3:59am,1,Not an Intersection,1
34.02436944,-117.3352639,Clear,Dark - Not Lighted,Dry,Interstate,65.0,20,October,2:00am-2:59am,2,Not an Intersection,1
32.966525,-117.2674889,Clear,Dark - Not Lighted,Dry,Major Collector,25.0,18,June,11:00pm-11:59pm,3,Not an Intersection,1
34.60219722,-118.1012,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,60.0,27,July,2:00am-2:59am,2,Not an Intersection,1
33.45240278,-117.1294472,"Fog, Smog, Smoke",Dark - Not Lighted,Wet,Major Collector,50.0,30,December,0:00am-0:59am,1,Not an Intersection,1
38.53807778,-121.5508833,Rain,Daylight,Wet,Other Principal Arterial,45.0,22,November,10:00am-10:59am,1,T-Intersection,1
32.73008611,-117.1547667,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,55.0,27,February,11:00pm-11:59pm,1,Not an Intersection,1
39.2419,-122.0311611,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,9,November,11:00pm-11:59pm,2,Not an Intersection,1
36.92280278,-121.7615611,Clear,Daylight,Dry,Other Principal Arterial,35.0,11,October,9:00am-9:59am,1,Not an Intersection,1
37.772625,-122.1997083,Clear,Dark - Lighted,Dry,Minor Arterial,25.0,1,September,2:00am-2:59am,1,Not Reported,1
33.21428889,-117.2939556,Clear,Dusk,Dry,Local,35.0,15,October,6:00pm-6:59pm,1,Not an Intersection,1
34.10637222,-117.5777028,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,45.0,16,October,0:00am-0:59am,2,Not an Intersection,1
34.09243333,-117.6983,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,30,August,4:00am-4:59am,2,Four-Way Intersection,1
33.81036944,-118.0959361,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,16,October,10:00pm-10:59pm,1,Not an Intersection,1
34.08124444,-117.3318889,Clear,Dark - Lighted,Dry,Major Collector,35.0,5,October,8:00pm-8:59pm,3,Not an Intersection,1
34.14585833,-118.1397361,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,25.0,16,October,8:00pm-8:59pm,1,Four-Way Intersection,1
33.95333611,-118.2420222,Clear,Daylight,Dry,Local,30.0,16,October,6:00am-6:59am,1,Not an Intersection,1
32.863025,-116.9214611,Clear,Daylight,Dry,Minor Arterial,25.0,30,August,11:00am-11:59am,1,Four-Way Intersection,1
32.82090556,-117.1620694,Clear,Dark - Lighted,Dry,Interstate,65.0,28,January,4:00am-4:59am,4,Not an Intersection,1
37.97106667,-121.5096806,Clear,Daylight,Dry,Local,25.0,24,June,5:00pm-5:59pm,3,Not an Intersection,2
33.85751389,-118.0304056,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,15,November,2:00am-2:59am,2,Not an Intersection,1
34.83196111,-116.7179111,Clear,Daylight,Dry,Interstate,70.0,4,October,12:00pm-12:59pm,1,Not an Intersection,1
38.64760833,-121.4547889,Clear,Dark - Not Lighted,Dry,Major Collector,40.0,6,November,6:00pm-6:59pm,1,Not an Intersection,1
32.91615556,-117.1300278,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,9,November,1:00am-1:59am,1,Four-Way Intersection,1
32.80796944,-117.2011917,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,10,November,1:00am-1:59am,2,Not an Intersection,1
33.93802778,-118.3525528,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,10,January,11:00pm-11:59pm,1,Four-Way Intersection,1
32.85369722,-117.1196028,Clear,Dark - Lighted,Dry,Other Principal Arterial,55.0,11,November,6:00pm-6:59pm,2,Four-Way Intersection,1
33.92636111,-118.304075,Rain,Dark - Lighted,Wet,Interstate,65.0,2,February,2:00am-2:59am,1,Not an Intersection,2
33.951775,-118.2918833,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,31,March,8:00pm-8:59pm,1,Not an Intersection,1
33.94073889,-118.2918722,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,15,April,9:00pm-9:59pm,1,Not an Intersection,1
33.96434444,-118.1691583,Clear,Dark - Not Lighted,Dry,Interstate,65.0,18,April,1:00am-1:59am,1,Not an Intersection,1
33.828625,-118.2085889,Clear,Dark - Lighted,Dry,Interstate,65.0,27,May,2:00am-2:59am,1,Not an Intersection,1
33.90514722,-118.1838972,Clear,Dark - Not Lighted,Dry,Interstate,65.0,21,July,0:00am-0:59am,1,Not an Intersection,1
33.88358889,-117.9654278,Clear,Dark - Lighted,Dry,Minor Arterial,50.0,15,November,1:00am-1:59am,1,Not an Intersection,1
34.42675556,-117.4153583,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,21,November,11:00pm-11:59pm,1,Not an Intersection,1
34.24081944,-118.4422639,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,27,November,9:00pm-9:59pm,1,Four-Way Intersection,1
34.09829722,-117.7034528,Clear,Dark - Lighted,Wet,Other Principal Arterial,40.0,30,November,11:00pm-11:59pm,1,Not an Intersection,1
34.035825,-118.3003722,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,27,October,9:00pm-9:59pm,1,Not an Intersection,1
39.13576389,-121.6143167,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,28,October,8:00pm-8:59pm,1,Not an Intersection,1
34.06914167,-118.2867861,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,29,October,5:00am-5:59am,1,Four-Way Intersection,1
34.06305556,-117.2522167,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,6,December,7:00pm-7:59pm,1,Not an Intersection,1
33.71075,-116.2009917,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,29,October,6:00pm-6:59pm,2,T-Intersection,1
38.74501944,-121.2743361,Clear,Daylight,Dry,Minor Arterial,30.0,29,October,3:00pm-3:59pm,1,Not an Intersection,1
33.85933333,-117.9399194,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,9,December,7:00pm-7:59pm,1,Not an Intersection,1
34.59435,-117.4539222,Clear,Daylight,Dry,Other Principal Arterial,55.0,31,October,1:00pm-1:59pm,3,Not an Intersection,1
32.73734722,-117.2307194,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,40.0,12,December,6:00am-6:59am,1,Four-Way Intersection,1
37.27463333,-121.9336667,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,24,November,10:00pm-10:59pm,1,Four-Way Intersection,1
37.92893333,-122.0094028,Cloudy,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,13,December,6:00am-6:59am,1,Not an Intersection,1
34.03676111,-118.3164972,Clear,Dark - Lighted,Dry,Interstate,65.0,21,July,3:00am-3:59am,2,Not an Intersection,1
37.95044444,-121.3031944,Clear,Dark - Lighted,Dry,Interstate,65.0,27,November,3:00am-3:59am,1,Not an Intersection,1
37.75116944,-121.4802917,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,13,October,Unknown Hours,1,Not an Intersection,1
33.99325278,-118.3001944,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,18,October,11:00pm-11:59pm,2,Four-Way Intersection,1
34.488925,-117.3826139,Clear,Daylight,Dry,Minor Arterial,50.0,19,October,7:00am-7:59am,1,Not an Intersection,1
34.06312778,-117.2446361,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,19,October,8:00pm-8:59pm,1,Not an Intersection,1
34.67481667,-118.2375139,Clear,Dark - Lighted,Dry,Major Collector,55.0,20,October,2:00am-2:59am,1,Not an Intersection,2
38.79536111,-121.3414417,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,20,October,7:00pm-7:59pm,1,Not an Intersection,1
37.75324722,-122.4024361,Cloudy,Dark - Lighted,Wet,Other Principal Arterial,25.0,23,November,2:00am-2:59am,1,Not an Intersection,1
33.20161111,-117.34275,Clear,Daylight,Dry,Other Principal Arterial,45.0,21,October,2:00pm-2:59pm,1,Not an Intersection,1
35.35261667,-118.9781861,Cloudy,Daylight,Dry,Other Freeways and Expressways,65.0,28,March,12:00pm-12:59pm,2,Not an Intersection,1
39.09686111,-120.9505667,Clear,Daylight,Dry,Interstate,65.0,18,May,11:00am-11:59am,1,Not an Intersection,1
37.901175,-121.2565528,Rain,Dark - Lighted,Wet,Other Principal Arterial,45.0,23,November,1:00am-1:59am,1,Not an Intersection,1
37.96080278,-121.2724361,Cloudy,Dark - Lighted,Dry,Local,30.0,23,December,5:00pm-5:59pm,1,Not an Intersection,1
33.99025833,-117.3418833,Clear,Daylight,Dry,Minor Arterial,40.0,16,December,8:00am-8:59am,1,Not an Intersection,1
33.61939722,-117.6884389,Clear,Dark - Lighted,Dry,Other Principal Arterial,50.0,17,December,5:00pm-5:59pm,2,Not an Intersection,1
32.89144167,-117.1400028,Clear,Dark - Lighted,Dry,Other Principal Arterial,50.0,19,December,8:00pm-8:59pm,2,Not an Intersection,1
34.17947222,-118.4362222,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,24,December,9:00pm-9:59pm,4,Not an Intersection,1
37.77185278,-122.4791667,Cloudy,Daylight,Dry,Other Principal Arterial,35.0,25,December,3:00pm-3:59pm,1,Not an Intersection,1
34.68999722,-118.0071889,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,12,October,6:00am-6:59am,2,Not an Intersection,1
32.7014,-117.0639028,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,28,December,11:00pm-11:59pm,1,Not an Intersection,1
33.92431389,-118.2918028,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,11,February,1:00am-1:59am,2,Not an Intersection,1
34.03662778,-118.0900917,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,65.0,12,February,0:00am-0:59am,2,Not an Intersection,1
34.07218056,-118.0862,Clear,Dark - Not Lighted,Dry,Interstate,65.0,15,February,3:00am-3:59am,4,Not an Intersection,1
37.06293889,-120.9263556,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,10,November,7:00pm-7:59pm,2,Not an Intersection,1
33.99826667,-117.8575722,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,29,June,3:00am-3:59am,2,Not an Intersection,1
36.93742778,-121.8312278,"Fog, Smog, Smoke",Dark - Not Lighted,Wet,Other Freeways and Expressways,55.0,13,October,11:00pm-11:59pm,1,Not an Intersection,1
33.87630556,-118.1026056,Clear,Dawn,Dry,Other Freeways and Expressways,65.0,1,September,6:00am-6:59am,2,Not an Intersection,2
34.00975556,-118.0536722,Clear,Dark - Not Lighted,Dry,Minor Arterial,45.0,18,August,0:00am-0:59am,1,Not an Intersection,1
38.08474722,-120.9601556,Clear,Daylight,Dry,Minor Arterial,55.0,5,October,10:00am-10:59am,2,Not an Intersection,1
34.1449,-117.3196472,Clear,Daylight,Dry,Interstate,65.0,8,May,1:00pm-1:59pm,3,Not an Intersection,1
34.07211389,-117.8799,Clear,Dark - Lighted,Dry,Interstate,65.0,14,December,4:00am-4:59am,1,Not an Intersection,2
34.00046944,-117.835925,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,65.0,3,July,1:00am-1:59am,1,Not an Intersection,1
33.87630278,-118.1050333,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,5,July,1:00am-1:59am,2,Not an Intersection,1
34.23614167,-118.4730222,Clear,Dark - Lighted,Dry,Interstate,65.0,2,August,2:00am-2:59am,2,Not an Intersection,1
33.81240556,-118.2961167,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,29,April,9:00pm-9:59pm,2,T-Intersection,1
34.54411389,-118.3528944,Clear,Dark - Not Lighted,Dry,Unknown,49.0,1,August,10:00pm-10:59pm,1,Not an Intersection,1
33.9123,-118.1789111,Clear,Daylight,Dry,Interstate,65.0,19,July,5:00pm-5:59pm,3,Not an Intersection,1
33.988125,-117.9011194,Clear,Daylight,Dry,Minor Arterial,45.0,16,September,9:00pm-9:59pm,1,Four-Way Intersection,1
33.91499167,-118.185925,Clear,Dark - Not Lighted,Dry,Interstate,65.0,1,August,1:00am-1:59am,1,Not an Intersection,1
34.03853889,-118.2760167,Clear,Dark - Lighted,Dry,Interstate,55.0,21,September,5:00am-5:59am,1,Not an Intersection,1
33.92609444,-118.1041167,Cloudy,Dark - Not Lighted,Dry,Interstate,65.0,24,November,11:00pm-11:59pm,1,Not an Intersection,2
33.95267778,-118.3700639,Cloudy,Dark - Lighted,Wet,Other Principal Arterial,40.0,2,February,0:00am-0:59am,2,Four-Way Intersection,1
36.85979722,-121.6060528,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,15,March,7:00am-7:59am,1,Not an Intersection,1
33.73684167,-117.9121833,Clear,Dark - Not Lighted,Dry,Minor Arterial,40.0,28,August,10:00pm-10:59pm,1,Not an Intersection,1
34.01785556,-118.1580528,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,7,May,10:00pm-10:59pm,1,Not an Intersection,1
41.28689722,-123.8591417,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,4,November,Unknown Hours,1,Not an Intersection,1
37.17325278,-118.2903278,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,45.0,14,December,5:00pm-5:59pm,1,Not an Intersection,1
33.21129722,-117.2449667,Clear,Daylight,Dry,Minor Arterial,25.0,23,October,5:00pm-5:59pm,1,Four-Way Intersection,1
37.78301944,-122.4413194,Clear,Dark - Lighted,Dry,Other Principal Arterial,25.0,25,October,6:00am-6:59am,1,Not an Intersection,1
34.25758333,-118.51065,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,17,October,9:00pm-9:59pm,2,Not an Intersection,1
38.35833611,-121.9909861,Clear,Daylight,Dry,Local,25.0,23,October,2:00pm-2:59pm,1,Not an Intersection,1
37.50598889,-120.8529556,Clear,Dark - Lighted,Dry,Local,30.0,26,October,8:00pm-8:59pm,1,Not an Intersection,1
32.71503056,-117.1176722,Cloudy,Dark - Lighted,Dry,Other Freeways and Expressways,65.0,31,December,Unknown Hours,1,Not an Intersection,1
35.12602222,-117.9566139,Clear,Daylight,Dry,Other Principal Arterial,45.0,23,October,4:00pm-4:59pm,2,Not an Intersection,2
32.77795,-117.1029694,Cloudy,Dark - Not Lighted,Dry,Major Collector,40.0,25,October,9:00pm-9:59pm,3,Not an Intersection,1
34.14630278,-118.3693083,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,55.0,25,August,4:00am-4:59am,3,Not an Intersection,1
33.25073889,-117.2675111,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,55.0,26,October,9:00pm-9:59pm,2,Not an Intersection,1
34.03165833,-118.1853972,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,14,September,5:00am-5:59am,1,Not an Intersection,1
33.02143611,-117.1424028,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,22,November,6:00pm-6:59pm,1,Not an Intersection,1
37.764925,-122.4213528,Clear,Dark - Lighted,Dry,Other Principal Arterial,25.0,24,November,2:00am-2:59am,1,Not an Intersection,1
34.21159722,-118.5273222,Cloudy,Dark - Lighted,Wet,Minor Arterial,35.0,23,November,5:00pm-5:59pm,1,Not an Intersection,1
33.92333333,-118.0435944,Clear,Daylight,Dry,Minor Arterial,35.0,11,September,5:00pm-5:59pm,3,Not an Intersection,1
34.55791667,-117.9573028,Clear,Dark - Lighted,Dry,Minor Arterial,55.0,16,September,7:00pm-7:59pm,3,Not an Intersection,1
33.70850556,-117.8502639,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,20,October,6:00am-6:59am,1,Not an Intersection,1
32.58667222,-117.0370611,Clear,Dark - Lighted,Dry,Interstate,65.0,29,May,7:00pm-7:59pm,1,Not an Intersection,1
34.88326667,-120.436725,Clear,Daylight,Dry,Other Principal Arterial,55.0,23,September,11:00am-11:59am,2,Four-Way Intersection,1
34.19246944,-118.4740917,Clear,Dawn,Dry,Interstate,65.0,13,October,5:00am-5:59am,5,Not an Intersection,1
