Latitude,Longitude,Weather,Light_Condition,Road_Surface,Road_Function,Speed_Limit(MPH),Day,Month,Hour,Number_of_Vehicles,Intersection,Fatalities
36.58941667,-119.3950139,Clear,Daylight,Dry,Major Collector,55.0,22,May,11:00am-11:59am,2,Four-Way Intersection,1
36.54674167,-119.4806444,Clear,Dawn,Dry,Other Principal Arterial,65.0,23,May,5:00am-5:59am,2,Not an Intersection,1
36.34178056,-119.4574278,Clear,Daylight,Dry,Major Collector,55.0,3,June,6:00am-6:59am,2,Four-Way Intersection,1
34.17005833,-118.6022611,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,4,June,5:00pm-5:59pm,3,Not an Intersection,1
34.91108889,-116.8166972,Clear,Daylight,Dry,Interstate,55.0,5,June,5:00pm-5:59pm,4,Not an Intersection,1
35.65129722,-118.421675,Clear,Daylight,Dry,Minor Arterial,55.0,2,July,7:00am-7:59am,1,Not an Intersection,1
37.97478056,-121.2972556,Cloudy,Daylight,Dry,Other Principal Arterial,35.0,22,March,5:00pm-5:59pm,2,T-Intersection,1
33.14292222,-117.1897167,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,13,May,8:00am-8:59am,1,Not an Intersection,1
39.08277778,-121.5519389,Clear,Dark - Lighted,Dry,Local,25.0,4,July,0:00am-0:59am,1,T-Intersection,1
34.86325278,-117.0954722,Clear,Dark - Not Lighted,Wet,Minor Arterial,50.0,20,January,6:00pm-6:59pm,1,Not an Intersection,1
34.88799444,-117.0715028,Rain,Dark - Not Lighted,Wet,Other Principal Arterial,45.0,22,January,6:00pm-6:59pm,1,Not an Intersection,1
38.60505,-121.521625,Rain,Dark - Not Lighted,Wet,Major Collector,35.0,24,January,7:00pm-7:59pm,1,Not an Intersection,1
38.62170556,-121.4230639,Clear,Dark - Lighted,Wet,Local,25.0,9,February,2:00am-2:59am,2,T-Intersection,1
38.60603889,-121.4407167,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,10,February,11:00pm-11:59pm,2,Not an Intersection,1
33.98304444,-118.0965722,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,14,February,1:00am-1:59am,1,Not an Intersection,1
33.89994167,-117.9571389,Clear,Dark - Lighted,Dry,Minor Arterial,50.0,14,March,1:00am-1:59am,1,Not an Intersection,1
38.547075,-121.3948167,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,16,March,9:00pm-9:59pm,1,Not an Intersection,1
37.50735833,-120.8489944,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,21,March,9:00pm-9:59pm,2,Four-Way Intersection,1
33.07531667,-117.295625,Clear,Dark - Not Lighted,Dry,Interstate,65.0,23,February,6:00pm-6:59pm,1,Not an Intersection,1
35.74431667,-119.0551111,Clear,Daylight,Dry,Other Principal Arterial,55.0,14,June,9:00am-9:59am,2,Not an Intersection,1
33.75854722,-116.296625,Clear,Dark - Lighted,Dry,Interstate,70.0,15,March,10:00pm-10:59pm,1,Not an Intersection,1
38.61084167,-121.412375,Cloudy,Dark - Lighted,Wet,Other Principal Arterial,40.0,3,March,9:00pm-9:59pm,2,Four-Way Intersection,1
35.73846111,-119.0584556,Rain,Daylight,Wet,Other Principal Arterial,55.0,13,April,4:00pm-4:59pm,3,Not an Intersection,1
33.64083611,-116.2333778,Clear,Dark - Not Lighted,Dry,Major Collector,50.0,11,May,2:00am-2:59am,1,Not an Intersection,1
36.60550278,-119.646675,Clear,Dark - Not Lighted,Dry,Major Collector,65.0,7,March,4:00am-4:59am,2,T-Intersection,1
37.40722778,-121.0817722,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,7,April,4:00am-4:59am,1,Not an Intersection,1
34.54266944,-118.0303194,Clear,Dark - Lighted,Dry,Other Principal Arterial,60.0,12,January,11:00pm-11:59pm,3,Four-Way Intersection,1
35.00531667,-117.8154444,Clear,Daylight,Dry,Other Freeways and Expressways,70.0,14,January,8:00am-8:59am,1,Not an Intersection,1
33.55611111,-117.7222222,Clear,Dark - Lighted,Dry,Other Principal Arterial,50.0,15,January,4:00am-4:59am,1,T-Intersection,1
33.71403333,-117.3607861,Rain,Daylight,Wet,Interstate,70.0,22,January,9:00am-9:59am,1,Not an Intersection,1
37.99776111,-122.1592222,Clear,Daylight,Dry,Major Collector,45.0,17,March,Unknown Hours,1,Not an Intersection,1
38.49633333,-121.4443944,Rain,Dark - Lighted,Wet,Other Freeways and Expressways,65.0,29,February,7:00pm-7:59pm,1,Other Intersection Type,1
33.86758056,-116.4894611,Clear,Dark - Not Lighted,Dry,Interstate,70.0,11,April,1:00am-1:59am,2,Not an Intersection,1
38.25397222,-122.8528861,Clear,Daylight,Dry,Major Collector,55.0,20,April,2:00pm-2:59pm,1,Not an Intersection,1
36.96129722,-121.5366806,Clear,Daylight,Dry,Other Principal Arterial,50.0,29,April,12:00pm-12:59pm,2,T-Intersection,1
37.23951111,-121.7877833,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,1,May,7:00pm-7:59pm,1,Not an Intersection,1
33.91672222,-117.30085,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,10,June,8:00pm-8:59pm,1,Not an Intersection,1
34.28250556,-118.7340222,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,20,April,2:00am-2:59am,1,Not an Intersection,1
39.52746389,-121.1419722,Reported as Unknown,Dark - Not Lighted,Dry,Local,49.0,28,June,Unknown Hours,1,Not an Intersection,1
37.64455556,-120.6131306,Clear,Daylight,Dry,Minor Arterial,55.0,8,June,2:00pm-2:59pm,1,Y-Intersection,1
34.72611389,-116.1518139,Clear,Daylight,Dry,Interstate,70.0,2,July,10:00am-10:59am,1,Not an Intersection,1
33.81251111,-117.2379528,Clear,Dark - Not Lighted,Dry,Interstate,65.0,27,May,2:00am-2:59am,1,Not an Intersection,1
38.48110833,-121.4298222,Cloudy,Daylight,Dry,Other Freeways and Expressways,65.0,23,March,3:00pm-3:59pm,2,Not an Intersection,1
36.73588889,-119.2637194,Clear,Dark - Not Lighted,Wet,Other Principal Arterial,55.0,18,February,5:00am-5:59am,2,Not an Intersection,1
33.94118889,-117.2332639,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,6,June,3:00am-3:59am,1,Not an Intersection,1
36.73955278,-119.8158472,Clear,Dark - Lighted,Dry,Interstate,65.0,7,April,2:00am-2:59am,1,Not an Intersection,1
34.072375,-117.9237611,Clear,Dark - Lighted,Dry,Interstate,65.0,15,April,10:00pm-10:59pm,1,Not an Intersection,1
33.65466111,-117.6590194,Clear,Dark - Lighted,Dry,Other Principal Arterial,55.0,26,January,7:00pm-7:59pm,1,Four-Way Intersection,1
36.79423611,-119.7180917,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,1,March,7:00pm-7:59pm,1,Four-Way Intersection,1
34.06180556,-118.3178,Clear,Daylight,Dry,Local,25.0,20,March,4:00pm-4:59pm,1,T-Intersection,1
33.77706944,-118.1893222,Clear,Daylight,Dry,Other Principal Arterial,25.0,20,March,5:00pm-5:59pm,2,Four-Way Intersection,1
34.48050556,-117.1726306,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,27,March,0:00am-0:59am,2,Not an Intersection,1
36.83768889,-119.7253722,Clear,Daylight,Dry,Other Principal Arterial,50.0,27,March,2:00pm-2:59pm,3,Not an Intersection,1
34.02898333,-118.3177333,Clear,Daylight,Dry,Minor Arterial,35.0,28,March,11:00am-11:59am,6,T-Intersection,2
37.74846944,-122.4360528,Clear,Daylight,Dry,Local,25.0,30,March,10:00am-10:59am,5,Not an Intersection,1
34.03694167,-117.8672167,Rain,Daylight,Wet,Other Principal Arterial,45.0,31,March,12:00pm-12:59pm,1,Not an Intersection,1
33.74129167,-117.4320861,Rain,Dark - Not Lighted,Wet,Interstate,70.0,6,March,10:00pm-10:59pm,4,Not an Intersection,2
37.38055556,-121.9960333,Clear,Dawn,Dry,Other Principal Arterial,50.0,17,March,6:00am-6:59am,2,Four-Way Intersection,1
33.75388056,-116.9717222,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,18,April,11:00pm-11:59pm,1,Not an Intersection,1
33.99229167,-117.4235222,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,30,May,3:00am-3:59am,3,Not an Intersection,1
33.94548333,-118.3526333,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,17,January,6:00pm-6:59pm,1,Four-Way Intersection,1
33.95225833,-118.3532722,Clear,Daylight,Dry,Other Principal Arterial,35.0,14,February,2:00pm-2:59pm,1,Not an Intersection,1
34.03372778,-117.7317611,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,9,June,2:00am-2:59am,1,Four-Way Intersection,1
33.92726389,-117.4197417,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,55.0,19,January,8:00pm-8:59pm,1,Not an Intersection,1
38.25608056,-122.6811833,Clear,Dark - Not Lighted,Dry,Major Collector,45.0,25,March,8:00pm-8:59pm,1,Not an Intersection,1
38.17098333,-122.5193778,Clear,Daylight,Dry,Minor Arterial,55.0,16,April,2:00pm-2:59pm,4,Not an Intersection,1
35.68666111,-118.4675472,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,25,June,10:00pm-10:59pm,2,Not an Intersection,1
34.01840556,-117.5098028,Clear,Dark - Lighted,Dry,Other Freeways and Expressways,65.0,27,June,8:00pm-8:59pm,1,Not an Intersection,1
36.69254722,-119.6459583,Clear,Daylight,Dry,Minor Collector,55.0,16,May,2:00pm-2:59pm,2,Four-Way Intersection,2
33.8245,-118.2904639,Cloudy,Dawn,Wet,Minor Arterial,40.0,31,March,6:00am-6:59am,1,Four-Way Intersection,1
33.66948056,-115.6404389,Clear,Daylight,Dry,Interstate,70.0,26,May,3:00pm-3:59pm,1,Not an Intersection,1
33.78988889,-118.1678056,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,7,January,8:00pm-8:59pm,1,Four-Way Intersection,1
33.2125,-117.3690222,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,55.0,7,January,6:00pm-6:59pm,1,Not an Intersection,1
37.38453611,-122.1238556,Cloudy,Daylight,Dry,Other Principal Arterial,45.0,13,February,9:00am-9:59am,1,Not an Intersection,1
34.02728611,-118.3350944,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,35.0,18,February,7:00pm-7:59pm,1,Not an Intersection,1
34.13960833,-118.3801583,Rain,Dark - Lighted,Not Reported,Other Principal Arterial,35.0,18,February,6:00pm-6:59pm,2,Not an Intersection,1
33.85698056,-118.1602389,Clear,Daylight,Dry,Local,25.0,22,March,6:00pm-6:59pm,1,Not an Intersection,1
33.48496667,-116.8339444,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,18,February,Unknown Hours,1,Not an Intersection,1
32.74488056,-116.9647028,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,11,March,3:00am-3:59am,1,Not an Intersection,1
33.70303333,-117.1886194,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,29,May,9:00pm-9:59pm,1,Not an Intersection,1
34.10094167,-117.2087167,Clear,Dark - Lighted,Dry,Other Principal Arterial,55.0,3,April,8:00pm-8:59pm,1,Not an Intersection,1
32.71961389,-117.1469083,Clear,Dark - Not Lighted,Dry,Minor Arterial,50.0,3,April,8:00pm-8:59pm,1,Not an Intersection,1
33.97266111,-118.1371444,Clear,Dusk,Dry,Minor Arterial,35.0,4,April,7:00pm-7:59pm,1,Not Reported,1
34.40915833,-118.5704889,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,4,January,9:00pm-9:59pm,1,Not an Intersection,1
34.68223056,-118.1657722,Clear,Daylight,Dry,Minor Arterial,50.0,16,March,9:00am-9:59am,2,Four-Way Intersection,1
34.0967,-118.3134139,Clear,Dark - Lighted,Dry,Interstate,55.0,27,March,0:00am-0:59am,1,Not an Intersection,1
38.57757222,-121.4016611,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,16,June,0:00am-0:59am,1,Y-Intersection,1
35.096925,-119.4118333,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,28,March,5:00am-5:59am,3,Not an Intersection,1
33.75782222,-118.2983306,Clear,Daylight,Dry,Major Collector,35.0,9,April,9:00am-9:59am,1,Not an Intersection,1
34.00366667,-118.2816361,Clear,Daylight,Dry,Minor Arterial,35.0,11,April,9:00am-9:59am,1,Four-Way Intersection,1
34.03256944,-118.3460111,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,11,April,11:00pm-11:59pm,4,Four-Way Intersection,1
34.26999722,-118.5869306,Clear,Daylight,Non-Trafficway or Driveway Access,Local,49.0,22,March,3:00pm-3:59pm,2,Not an Intersection,1
39.13656944,-121.6119472,Cloudy,Dark - Lighted,Dry,Minor Arterial,35.0,12,April,11:00pm-11:59pm,1,Not an Intersection,1
32.72020556,-117.0850417,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,6,April,7:00pm-7:59pm,2,T-Intersection,1
34.20845,-118.467425,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,7,April,1:00am-1:59am,1,T-Intersection,1
34.01127222,-117.8602778,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,8,April,4:00am-4:59am,1,Not an Intersection,1
36.84313056,-119.6638333,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,12,June,10:00am-10:59am,1,Not an Intersection,1
40.44763611,-122.2578056,Clear,Daylight,Dry,Minor Arterial,55.0,19,June,9:00am-9:59am,1,Not an Intersection,1
36.25507778,-117.9930361,Severe Crosswinds,Daylight,Dry,Other Principal Arterial,55.0,25,June,3:00pm-3:59pm,2,T-Intersection,3
38.63568333,-121.5396806,Clear,Dark - Not Lighted,Dry,Major Collector,50.0,4,July,4:00am-4:59am,1,Not an Intersection,1
38.5294,-121.5185722,Clear,Daylight,Dry,Interstate,65.0,8,July,7:00am-7:59am,1,Not an Intersection,1
36.45406944,-118.8879833,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,40.0,23,May,0:00am-0:59am,1,Not an Intersection,1
36.03049722,-119.5360583,Clear,Daylight,Dry,Local,55.0,21,June,12:00pm-12:59pm,1,Not an Intersection,1
34.44576389,-115.7389861,Clear,Daylight,Dry,Major Collector,55.0,9,July,2:00pm-2:59pm,1,Not an Intersection,1
33.940925,-117.2683944,Clear,Dark - Not Lighted,Dry,Other Freeways and Expressways,65.0,17,July,9:00pm-9:59pm,1,Not an Intersection,1
35.16458056,-120.6343806,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,3,June,9:00pm-9:59pm,1,Not an Intersection,1
32.74877778,-117.0796389,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,7,April,8:00pm-8:59pm,1,Four-Way Intersection,1
34.00390833,-118.2588806,Clear,Daylight,Dry,Minor Arterial,25.0,18,April,3:00pm-3:59pm,1,Not an Intersection,1
34.29575556,-118.5437972,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,29,April,4:00am-4:59am,3,T-Intersection,1
34.67471944,-118.1480472,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,29,April,8:00pm-8:59pm,1,Four-Way Intersection,1
33.78276389,-118.2103778,Clear,Daylight,Dry,Minor Arterial,35.0,30,April,8:00am-8:59am,2,Four-Way Intersection,1
34.19388889,-118.5335917,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,1,May,7:00pm-7:59pm,1,Four-Way Intersection,1
32.75675833,-117.0870194,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,2,May,9:00pm-9:59pm,1,Four-Way Intersection,1
32.91466944,-117.1922306,Cloudy,Daylight,Dry,Minor Arterial,45.0,11,May,6:00am-6:59am,1,Not an Intersection,1
33.86241111,-118.1772806,Clear,Dark - Lighted,Dry,Minor Arterial,35.0,12,May,0:00am-0:59am,1,Not an Intersection,1
34.426875,-117.3462778,Clear,Dark - Lighted,Dry,Other Principal Arterial,50.0,13,May,11:00pm-11:59pm,1,Four-Way Intersection,1
34.674775,-118.2051083,Clear,Dark - Not Lighted,Dry,Minor Arterial,45.0,15,April,8:00pm-8:59pm,1,Not an Intersection,1
37.33211389,-120.4762028,Clear,Daylight,Dry,Minor Arterial,40.0,18,April,4:00pm-4:59pm,1,Not an Intersection,1
34.16500278,-117.2651806,Clear,Dark - Not Lighted,Dry,Minor Arterial,40.0,9,April,4:00am-4:59am,1,Not an Intersection,1
37.25984722,-121.7993028,Clear,Daylight,Dry,Interstate,65.0,3,April,11:00am-11:59am,1,Not an Intersection,1
33.96868889,-118.0823694,Cloudy,Dark - Lighted,Dry,Interstate,65.0,1,March,2:00am-2:59am,1,Not an Intersection,1
34.01029444,-118.28075,Clear,Dark - Lighted,Dry,Interstate,65.0,8,May,2:00am-2:59am,2,Not an Intersection,1
39.12859167,-122.2820306,Clear,Daylight,Dry,Other Principal Arterial,55.0,12,June,1:00pm-1:59pm,1,Not an Intersection,1
38.75162778,-121.4451778,Clear,Daylight,Dry,Major Collector,55.0,17,June,12:00pm-12:59pm,2,Not an Intersection,1
38.06198889,-122.533225,Rain,Daylight,Wet,Other Freeways and Expressways,65.0,20,January,4:00pm-4:59pm,1,Not an Intersection,1
34.739725,-118.1432389,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,26,January,8:00pm-8:59pm,2,Not an Intersection,1
32.56615278,-117.0039306,Rain,Daylight,Wet,Other Freeways and Expressways,65.0,9,February,12:00pm-12:59pm,1,Not an Intersection,1
33.97172222,-118.3428278,Clear,Daylight,Non-Trafficway or Driveway Access,Other Principal Arterial,49.0,7,March,8:00am-8:59am,2,Not an Intersection,1
37.70203056,-121.5067,Clear,Dark - Not Lighted,Dry,Interstate,70.0,28,April,0:00am-0:59am,1,Not an Intersection,1
34.51965556,-117.9358583,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,29,April,5:00am-5:59am,2,Not an Intersection,1
38.65690833,-121.38415,Clear,Dark - Lighted,Dry,Minor Arterial,50.0,20,June,10:00pm-10:59pm,1,Not an Intersection,1
32.76089444,-117.2216417,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,2,April,8:00pm-8:59pm,3,Not an Intersection,1
37.63164722,-121.3899056,Clear,Dark - Not Lighted,Dry,Interstate,70.0,19,May,1:00am-1:59am,1,Not an Intersection,2
37.73964167,-121.4045333,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,45.0,28,May,1:00am-1:59am,1,Not an Intersection,1
36.05121667,-119.107525,Clear,Dawn,Dry,Other Principal Arterial,55.0,15,July,5:00am-5:59am,2,Four-Way Intersection,1
36.94008889,-121.7961667,Clear,Daylight,Dry,Major Collector,35.0,14,March,6:00pm-6:59pm,1,Not an Intersection,1
37.92755278,-120.5971583,Clear,Daylight,Dry,Major Collector,55.0,8,June,2:00pm-2:59pm,1,Not an Intersection,1
37.36266111,-121.891775,Clear,Dark - Lighted,Dry,Interstate,65.0,9,January,2:00am-2:59am,1,Four-Way Intersection,1
37.81369722,-120.1216083,Clear,Daylight,Dry,Other Principal Arterial,55.0,29,May,12:00pm-12:59pm,2,Not an Intersection,1
38.71436111,-121.4134444,Clear,Dark - Lighted,Dry,Minor Arterial,45.0,7,May,9:00pm-9:59pm,3,T-Intersection,1
41.80949444,-124.0874694,Clear,Daylight,Dry,Other Principal Arterial,55.0,1,July,5:00pm-5:59pm,1,Not an Intersection,1
34.19383056,-118.5299667,Clear,Daylight,Dry,Minor Arterial,35.0,25,February,11:00am-11:59am,6,Not an Intersection,1
33.99328056,-118.2826861,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,11,April,9:00pm-9:59pm,2,Four-Way Intersection,1
34.157825,-118.1325194,Clear,Daylight,Dry,Minor Arterial,35.0,5,April,6:00pm-6:59pm,2,Four-Way Intersection,1
32.66828889,-117.0994139,Clear,Dark - Lighted,Dry,Major Collector,30.0,5,April,10:00pm-10:59pm,3,Four-Way Intersection,2
36.59694722,-119.4391778,Clear,Dark - Lighted,Dry,Major Collector,25.0,9,April,7:00pm-7:59pm,1,Not an Intersection,1
34.35073889,-118.5432944,Clear,Dark - Not Lighted,Dry,Interstate,65.0,26,May,1:00am-1:59am,3,Not an Intersection,1
34.72981111,-115.8408528,Clear,Dark - Not Lighted,Dry,Interstate,70.0,1,June,2:00am-2:59am,2,Not an Intersection,1
33.76218056,-117.864525,Clear,Dark - Lighted,Dry,Interstate,65.0,27,June,3:00am-3:59am,1,Not an Intersection,1
34.06547778,-118.2300222,Clear,Dark - Not Lighted,Dry,Minor Arterial,35.0,25,February,7:00pm-7:59pm,2,Not an Intersection,1
34.190725,-118.6233639,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,6,April,9:00pm-9:59pm,1,Four-Way Intersection,1
37.77505556,-122.2704361,Clear,Daylight,Dry,Other Principal Arterial,25.0,11,February,12:00pm-12:59pm,2,Four-Way Intersection,1
37.60929444,-120.9349833,Clear,Dark - Not Lighted,Dry,Major Collector,50.0,22,February,6:00pm-6:59pm,1,Not an Intersection,1
38.42505833,-122.7532139,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,6,April,9:00pm-9:59pm,1,T-Intersection,1
38.45245,-122.4168417,Clear,Daylight,Dry,Minor Arterial,50.0,17,April,3:00pm-3:59pm,1,Not an Intersection,1
33.93101389,-118.3356472,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,3,May,8:00pm-8:59pm,2,Not an Intersection,1
38.35774167,-122.7136,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,8,May,10:00pm-10:59pm,2,T-Intersection,1
34.26458889,-118.1829167,Clear,Daylight,Dry,Minor Arterial,40.0,29,May,1:00pm-1:59pm,1,Not an Intersection,1
33.81158889,-117.2261833,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,45.0,31,May,8:00pm-8:59pm,1,Not an Intersection,1
34.50452778,-118.2458333,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,65.0,1,June,3:00am-3:59am,1,Not an Intersection,1
37.60724167,-121.0303722,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,16,June,1:00am-1:59am,1,Four-Way Intersection,2
40.39704167,-122.2534194,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,19,June,1:00am-1:59am,1,Not an Intersection,1
33.61979722,-117.8845111,Clear,Dark - Lighted,Dry,Other Principal Arterial,55.0,16,July,9:00pm-9:59pm,1,Not an Intersection,1
32.74108889,-114.6467722,Clear,Dark - Not Lighted,Dry,Major Collector,55.0,5,July,2:00am-2:59am,2,Not an Intersection,3
37.38887222,-121.8577778,Clear,Daylight,Dry,Minor Arterial,35.0,27,April,4:00pm-4:59pm,2,Not an Intersection,1
37.31988056,-122.0686889,Clear,Daylight,Dry,Minor Arterial,30.0,27,April,6:00pm-6:59pm,2,T-Intersection,1
34.121325,-117.4602472,Clear,Daylight,Dry,Minor Arterial,45.0,30,April,4:00pm-4:59pm,2,Four-Way Intersection,1
32.74139722,-117.0500972,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,24,April,0:00am-0:59am,1,Not an Intersection,1
33.92976667,-118.1122361,Clear,Dark - Lighted,Dry,Other Principal Arterial,40.0,21,April,9:00pm-9:59pm,1,Not an Intersection,1
33.68791111,-117.9031556,Clear,Daylight,Dry,Interstate,65.0,2,July,2:00pm-2:59pm,2,Not an Intersection,1
37.67335833,-121.4588556,Cloudy,Dark - Not Lighted,Dry,Interstate,70.0,31,March,2:00am-2:59am,2,Not an Intersection,3
35.35215556,-119.0061139,Clear,Daylight,Dry,Other Freeways and Expressways,65.0,27,April,1:00pm-1:59pm,1,Not an Intersection,1
34.1529,-118.2839472,Clear,Dark - Lighted,Dry,Interstate,65.0,7,April,5:00am-5:59am,1,Not an Intersection,1
37.72141667,-122.4010361,Rain,Dark - Lighted,Wet,Local,25.0,3,May,11:00pm-11:59pm,2,T-Intersection,1
33.96022778,-118.2563139,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,35.0,4,May,0:00am-0:59am,1,Four-Way Intersection,1
34.71841944,-118.1483417,Clear,Dark - Lighted,Dry,Minor Arterial,50.0,8,May,3:00am-3:59am,2,Four-Way Intersection,1
38.56164722,-121.5145,Clear,Dark - Lighted,Dry,Interstate,65.0,19,May,0:00am-0:59am,1,Not an Intersection,1
39.49241389,-121.4568972,Clear,Dark - Not Lighted,Dry,Major Collector,45.0,14,May,11:00pm-11:59pm,1,Not an Intersection,1
33.78021389,-118.25745,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,12,May,10:00pm-10:59pm,1,Four-Way Intersection,1
34.06436389,-118.3371972,Clear,Daylight,Dry,Local,25.0,8,May,11:00am-11:59am,2,Not an Intersection,1
33.95393889,-118.1632889,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,9,May,7:00pm-7:59pm,1,Not an Intersection,1
33.74466667,-118.2968139,Clear,Dark - Lighted,Dry,Local,25.0,11,May,1:00am-1:59am,1,T-Intersection,1
33.7893,-117.9753167,Clear,Dark - Lighted,Dry,Other Principal Arterial,35.0,12,May,1:00am-1:59am,1,Four-Way Intersection,1
34.02120833,-118.3724528,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,1,January,0:00am-0:59am,1,Not an Intersection,1
33.83175,-118.25315,Cloudy,Dark - Lighted,Wet,Minor Arterial,40.0,23,January,0:00am-0:59am,1,Not an Intersection,1
36.35643611,-119.3785917,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,55.0,20,January,8:00pm-8:59pm,1,Not an Intersection,1
34.03368056,-118.3702306,Rain,Dark - Lighted,Wet,Other Principal Arterial,35.0,3,February,10:00pm-10:59pm,1,Not an Intersection,1
37.66881667,-122.1198972,Clear,Daylight,Dry,Other Principal Arterial,35.0,8,February,7:00am-7:59am,1,T-Intersection,1
37.89161389,-122.2701639,Clear,Daylight,Dry,Major Collector,20.0,12,February,1:00pm-1:59pm,1,Four-Way Intersection,1
34.64591389,-118.060775,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,60.0,25,April,1:00am-1:59am,1,Not an Intersection,1
33.66672222,-117.9192,Cloudy,Dawn,Dry,Other Principal Arterial,40.0,22,April,6:00am-6:59am,1,T-Intersection,1
37.97838333,-120.3387278,Clear,Dark - Not Lighted,Dry,Minor Arterial,45.0,28,January,7:00pm-7:59pm,1,Not an Intersection,1
37.82851111,-122.2778472,Rain,Dark - Lighted,Wet,Interstate,45.0,1,February,8:00pm-8:59pm,2,Not an Intersection,1
33.71381389,-116.2933583,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,45.0,14,May,9:00pm-9:59pm,2,Not an Intersection,2
37.71485556,-120.4427472,Clear,Daylight,Dry,Major Collector,55.0,31,May,5:00pm-5:59pm,2,Not an Intersection,4
38.645525,-121.3459333,Clear,Dark - Lighted,Dry,Minor Arterial,40.0,10,June,10:00pm-10:59pm,1,T-Intersection,1
34.04828889,-117.2363194,Cloudy,Dark - Lighted,Dry,Other Principal Arterial,55.0,1,January,6:00am-6:59am,1,Not an Intersection,1
37.70901667,-122.4710722,Clear,Dark - Lighted,Dry,Other Principal Arterial,45.0,1,January,8:00pm-8:59pm,1,Not an Intersection,1
34.27468889,-119.1362806,Cloudy,Daylight,Dry,Other Principal Arterial,40.0,29,February,12:00pm-12:59pm,2,Not an Intersection,1
37.86376389,-121.2800833,Clear,Daylight,Dry,Interstate,70.0,1,April,9:00am-9:59am,4,Not an Intersection,1
37.29408889,-121.0082778,Clear,Daylight,Dry,Local,55.0,4,July,4:00pm-4:59pm,2,Not an Intersection,1
35.09040833,-119.4054889,Clear,Dark - Not Lighted,Dry,Minor Arterial,55.0,15,July,0:00am-0:59am,1,Not an Intersection,1
38.93668333,-122.6223444,Clear,Dark - Not Lighted,Dry,Other Principal Arterial,55.0,4,January,8:00pm-8:59pm,1,Four-Way Intersection,1
